Adam Andruszkiewicz,polak,1,Wolni i Solidarni
Adam Andruszkiewicz,polski,8,Wolni i Solidarni
Adam Andruszkiewicz,unia,1,Wolni i Solidarni
Adam Cyrański,polski,3,
Grzegorz Furgo,konstytucja,4,Nowoczesna
Grzegorz Furgo,polak,4,Nowoczesna
Grzegorz Furgo,polski,14,Nowoczesna
Grzegorz Furgo,praworządność,1,Nowoczesna
Grzegorz Furgo,sąd,5,Nowoczesna
Grzegorz Furgo,trybunał,2,Nowoczesna
Grzegorz Furgo,unia,4,Nowoczesna
Jacek Wilk,kobieta,9,
Jacek Wilk,konstytucja,3,
Jacek Wilk,polak,22,
Jacek Wilk,polski,105,
Jacek Wilk,sąd,5,
Jacek Wilk,trybunał,1,
Jacek Wilk,unia,21,
Jarosław Porwich,polak,1,Wolni i Solidarni
Jarosław Porwich,polski,2,Wolni i Solidarni
Jarosław Porwich,sąd,1,Wolni i Solidarni
Jarosław Porwich,unia,2,Wolni i Solidarni
Joanna Augustynowska,kobieta,3,Nowoczesna
Joanna Augustynowska,konstytucja,3,Nowoczesna
Joanna Augustynowska,polski,4,Nowoczesna
Joanna Augustynowska,sąd,6,Nowoczesna
Joanna Augustynowska,trybunał,1,Nowoczesna
Joanna Augustynowska,unia,3,Nowoczesna
Łukasz Rzepecki,polak,18,Kukiz'15
Łukasz Rzepecki,polski,3,Kukiz'15
Łukasz Rzepecki,unia,1,Kukiz'15
Małgorzata Janowska,polski,1,PiS
Małgorzata Janowska,trybunał,3,PiS
Małgorzata Janowska,unia,1,PiS
Maria Siarkowska,polski,13,PiS
Marta Golbik,konstytucja,2,Nowoczesna
Marta Golbik,polak,5,Nowoczesna
Marta Golbik,polski,5,Nowoczesna
Marta Golbik,sąd,4,Nowoczesna
Marta Golbik,unia,1,Nowoczesna
Michał Stasiński,polak,1,Nowoczesna
Michał Stasiński,polski,14,Nowoczesna
Michał Stasiński,unia,5,Nowoczesna
Piotr Liroy-Marzec,polak,1,
Piotr Liroy-Marzec,polski,1,
Piotr Liroy-Marzec,praworządność,1,
Sylwester Chruszcz,unia,3,Wolni i Solidarni
Zbigniew Gryglas,polak,1,PiS
Zbigniew Gryglas,polski,4,PiS
