Agnieszka Ścigaj,kobieta,2,Polskie Sprawy
Agnieszka Ścigaj,kobieta,2,
Agnieszka Ścigaj,polak,4,Polskie Sprawy
Agnieszka Ścigaj,polak,4,
Agnieszka Ścigaj,polski,16,Polskie Sprawy
Agnieszka Ścigaj,polski,16,
Agnieszka Ścigaj,sąd,5,Polskie Sprawy
Agnieszka Ścigaj,sąd,5,
Agnieszka Ścigaj,trybunał,1,Polskie Sprawy
Agnieszka Ścigaj,trybunał,1,
Andrzej Grzyb,kobieta,3,PSL
Andrzej Grzyb,konstytucja,2,PSL
Andrzej Grzyb,polski,32,PSL
Andrzej Grzyb,sąd,1,PSL
Andrzej Grzyb,trybunał,2,PSL
Andrzej Grzyb,unia,34,PSL
Bożena Żelazowska,kobieta,5,PSL
Bożena Żelazowska,konstytucja,2,PSL
Bożena Żelazowska,polak,10,PSL
Bożena Żelazowska,polski,62,PSL
Bożena Żelazowska,sąd,1,PSL
Bożena Żelazowska,trybunał,1,PSL
Bożena Żelazowska,unia,20,PSL
Dariusz Klimczak,konstytucja,1,PSL
Dariusz Klimczak,polak,1,PSL
Dariusz Klimczak,polski,9,PSL
Dariusz Klimczak,trybunał,1,PSL
Dariusz Klimczak,unia,5,PSL
Dariusz Kurzawa,polak,6,PSL
Dariusz Kurzawa,polski,7,PSL
Dariusz Kurzawa,unia,3,PSL
Hanna Gill-Piątek,kobieta,16,
Hanna Gill-Piątek,polak,11,
Hanna Gill-Piątek,polski,45,
Hanna Gill-Piątek,sąd,3,
Hanna Gill-Piątek,trybunał,6,
Hanna Gill-Piątek,unia,5,
Ireneusz Raś,polski,11,PSL
Ireneusz Raś,unia,1,PSL
Jacek Protasiewicz,kobieta,2,PSL
Jacek Protasiewicz,konstytucja,1,PSL
Jacek Protasiewicz,polak,1,PSL
Jacek Protasiewicz,polski,9,PSL
Jacek Protasiewicz,trybunał,1,PSL
Jacek Protasiewicz,unia,3,PSL
Jacek Tomczak,polak,10,PSL
Jacek Tomczak,polski,16,PSL
Jacek Tomczak,unia,4,PSL
Jan Łopata,konstytucja,5,PSL
Jan Łopata,polski,17,PSL
Jan Łopata,praworządność,2,PSL
Jan Łopata,sąd,2,PSL
Jan Łopata,trybunał,7,PSL
Jan Łopata,unia,4,PSL
Jarosław Rzepa,kobieta,2,PSL
Jarosław Rzepa,konstytucja,6,PSL
Jarosław Rzepa,polak,4,PSL
Jarosław Rzepa,polski,37,PSL
Jarosław Rzepa,sąd,11,PSL
Jarosław Rzepa,unia,10,PSL
Jarosław Sachajko,kobieta,1,Kukiz'15
Jarosław Sachajko,konstytucja,1,Kukiz'15
Jarosław Sachajko,polak,7,Kukiz'15
Jarosław Sachajko,polski,24,Kukiz'15
Jarosław Sachajko,sąd,13,Kukiz'15
Jarosław Sachajko,trybunał,1,Kukiz'15
Jarosław Sachajko,unia,8,Kukiz'15
Joanna Mucha,kobieta,7,Polska 2050
Joanna Mucha,polak,3,Polska 2050
Joanna Mucha,polski,11,Polska 2050
Joanna Mucha,sąd,1,Polska 2050
Joanna Mucha,unia,4,Polska 2050
Krzysztof Paszyk,kobieta,1,PSL
Krzysztof Paszyk,konstytucja,11,PSL
Krzysztof Paszyk,polak,4,PSL
Krzysztof Paszyk,polski,49,PSL
Krzysztof Paszyk,praworządność,1,PSL
Krzysztof Paszyk,sąd,51,PSL
Krzysztof Paszyk,trybunał,3,PSL
Krzysztof Paszyk,unia,18,PSL
Marek Biernacki,konstytucja,2,PSL
Marek Biernacki,polak,5,PSL
Marek Biernacki,polski,25,PSL
Marek Biernacki,unia,8,PSL
Marek Sawicki,polski,1,PSL
Michał Gramatyka,konstytucja,6,Polska 2050
Michał Gramatyka,polak,12,Polska 2050
Michał Gramatyka,polski,58,Polska 2050
Michał Gramatyka,sąd,11,Polska 2050
Michał Gramatyka,trybunał,2,Polska 2050
Michał Gramatyka,unia,4,Polska 2050
Mieczysław Kasprzak,polak,10,PSL
Mieczysław Kasprzak,polski,15,PSL
Mieczysław Kasprzak,unia,6,PSL
Mirosław Maliszewski,polak,2,PSL
Mirosław Maliszewski,polski,18,PSL
Mirosław Maliszewski,sąd,1,PSL
Mirosław Maliszewski,unia,5,PSL
Mirosław Suchoń,konstytucja,7,Polska 2050
Mirosław Suchoń,polak,42,Polska 2050
Mirosław Suchoń,polski,133,Polska 2050
Mirosław Suchoń,praworządność,3,Polska 2050
Mirosław Suchoń,sąd,6,Polska 2050
Mirosław Suchoń,trybunał,4,Polska 2050
Mirosław Suchoń,unia,25,Polska 2050
Monika Pawłowska,polak,1,
Monika Pawłowska,polski,2,
Monika Pawłowska,unia,3,
Paulina Hennig-Kloska,kobieta,1,Polska 2050
Paulina Hennig-Kloska,polak,24,Polska 2050
Paulina Hennig-Kloska,polski,26,Polska 2050
Paulina Hennig-Kloska,sąd,4,Polska 2050
Paulina Hennig-Kloska,trybunał,2,Polska 2050
Paulina Hennig-Kloska,unia,20,Polska 2050
Paweł Bejda,polak,1,PSL
Paweł Bejda,polski,1,PSL
Paweł Bejda,unia,4,PSL
Paweł Szramka,konstytucja,2,Kukiz'15
Paweł Szramka,konstytucja,2,
Paweł Szramka,polak,13,Kukiz'15
Paweł Szramka,polak,13,
Paweł Szramka,polski,6,Kukiz'15
Paweł Szramka,polski,6,
Paweł Zalewski,kobieta,1,
Paweł Zalewski,konstytucja,1,
Paweł Zalewski,polak,19,
Paweł Zalewski,polski,44,
Paweł Zalewski,unia,14,
