Adam Gawęda,polski,4,PiS
Adam Gawęda,sąd,1,PiS
Adam Gawęda,trybunał,3,PiS
Adam Gawęda,unia,3,PiS
Adam Szłapka,konstytucja,2,PO
Adam Szłapka,polak,2,PO
Adam Szłapka,sąd,5,PO
Adam Szłapka,trybunał,1,PO
Adrian Zandberg,kobieta,5,Lewica
Adrian Zandberg,konstytucja,4,Lewica
Adrian Zandberg,polak,1,Lewica
Adrian Zandberg,polski,24,Lewica
Adrian Zandberg,praworządność,1,Lewica
Agata Borowiec,unia,3,PiS
Agnieszka Dziemianowicz-Bąk,kobieta,2,Lewica
Agnieszka Dziemianowicz-Bąk,konstytucja,4,Lewica
Agnieszka Dziemianowicz-Bąk,polak,12,Lewica
Agnieszka Dziemianowicz-Bąk,polski,24,Lewica
Agnieszka Dziemianowicz-Bąk,sąd,2,Lewica
Agnieszka Dziemianowicz-Bąk,trybunał,1,Lewica
Agnieszka Dziemianowicz-Bąk,unia,2,Lewica
Agnieszka Górska,polski,6,PiS
Agnieszka Hanajczyk,polak,1,PO
Agnieszka Hanajczyk,polski,3,PO
Agnieszka Hanajczyk,sąd,2,PO
Agnieszka Kołacz-Leszczyńska,polak,1,PO
Agnieszka Pomaska,kobieta,2,PO
Agnieszka Pomaska,polak,7,PO
Agnieszka Pomaska,polski,15,PO
Agnieszka Pomaska,sąd,1,PO
Agnieszka Pomaska,trybunał,1,PO
Agnieszka Pomaska,unia,2,PO
Agnieszka Ścigaj,kobieta,7,PSL
Agnieszka Ścigaj,kobieta,7,
Agnieszka Ścigaj,konstytucja,2,PSL
Agnieszka Ścigaj,konstytucja,2,
Agnieszka Ścigaj,polak,2,PSL
Agnieszka Ścigaj,polak,2,
Agnieszka Ścigaj,polski,14,PSL
Agnieszka Ścigaj,polski,14,
Agnieszka Ścigaj,sąd,2,PSL
Agnieszka Ścigaj,sąd,2,
Agnieszka Ścigaj,trybunał,1,PSL
Agnieszka Ścigaj,trybunał,1,
Agnieszka Ścigaj,unia,3,PSL
Agnieszka Ścigaj,unia,3,
Agnieszka Soin,kobieta,1,PiS
Agnieszka Soin,polski,1,PiS
Aleksander Miszalski,konstytucja,1,PO
Aleksander Miszalski,polak,5,PO
Aleksander Miszalski,polski,6,PO
Aleksander Miszalski,sąd,3,PO
Aleksander Miszalski,trybunał,1,PO
Aleksander Miszalski,unia,2,PO
Aleksander Mrówczyński,polak,2,PiS
Aleksander Mrówczyński,polski,8,PiS
Aleksander Mrówczyński,unia,2,PiS
Aleksandra Gajewska,kobieta,1,PO
Aleksandra Gajewska,konstytucja,1,PO
Aleksandra Gajewska,polski,3,PO
Aleksandra Szczudło,polak,1,PiS
Aleksandra Szczudło,unia,2,PiS
Alicja Chybicka,kobieta,1,PO
Alicja Chybicka,polak,4,PO
Alicja Chybicka,polski,4,PO
Alicja Chybicka,sąd,1,PO
Alicja Chybicka,unia,2,PO
Alicja Kaczorowska,polak,2,PiS
Andrzej Adamczyk,polak,3,PiS
Andrzej Adamczyk,polski,6,PiS
Andrzej Czerwiński,polak,1,PO
Andrzej Czerwiński,polski,2,PO
Andrzej Czerwiński,unia,1,PO
Andrzej Gawron,polski,1,PiS
Andrzej Grzyb,konstytucja,1,PSL
Andrzej Grzyb,polski,15,PSL
Andrzej Grzyb,trybunał,2,PSL
