Agnieszka Ścigaj,kobieta,7,PSL
Agnieszka Ścigaj,kobieta,7,
Agnieszka Ścigaj,konstytucja,2,PSL
Agnieszka Ścigaj,konstytucja,2,
Agnieszka Ścigaj,polak,2,PSL
Agnieszka Ścigaj,polak,2,
Agnieszka Ścigaj,polski,14,PSL
Agnieszka Ścigaj,polski,14,
Agnieszka Ścigaj,sąd,2,PSL
Agnieszka Ścigaj,sąd,2,
Agnieszka Ścigaj,trybunał,1,PSL
Agnieszka Ścigaj,trybunał,1,
Agnieszka Ścigaj,unia,3,PSL
Agnieszka Ścigaj,unia,3,
Andrzej Sośnierz,polski,1,PiS
Hanna Gill-Piątek,polak,7,Lewica
Hanna Gill-Piątek,polski,10,Lewica
Ireneusz Raś,polski,3,PO
Jarosław Sachajko,konstytucja,1,PSL
Jarosław Sachajko,polak,6,PSL
Jarosław Sachajko,polski,30,PSL
Jarosław Sachajko,sąd,1,PSL
Jarosław Sachajko,trybunał,1,PSL
Jarosław Sachajko,unia,7,PSL
Lech Kołakowski,polski,11,PiS
Lech Kołakowski,unia,14,PiS
Mirosław Suchoń,kobieta,1,PO
Mirosław Suchoń,konstytucja,3,PO
Mirosław Suchoń,polak,22,PO
Mirosław Suchoń,polski,25,PO
Mirosław Suchoń,sąd,1,PO
Mirosław Suchoń,trybunał,1,PO
Mirosław Suchoń,unia,6,PO
Monika Pawłowska,polak,4,Lewica
Monika Pawłowska,polski,4,Lewica
Paulina Hennig-Kloska,konstytucja,2,PO
Paulina Hennig-Kloska,polak,26,PO
Paulina Hennig-Kloska,polski,24,PO
Paulina Hennig-Kloska,sąd,6,PO
Paulina Hennig-Kloska,trybunał,5,PO
Paulina Hennig-Kloska,unia,6,PO
Paweł Szramka,polak,3,Kukiz'15
Paweł Szramka,polak,3,PSL
Paweł Szramka,polski,3,Kukiz'15
Paweł Szramka,polski,3,PSL
Paweł Zalewski,polak,6,PO
Paweł Zalewski,polski,6,PO
Paweł Zalewski,sąd,1,PO
Paweł Zalewski,unia,10,PO
Stanisław Tyszka,konstytucja,3,PSL
Stanisław Tyszka,polak,3,PSL
Stanisław Tyszka,polski,33,PSL
Stanisław Tyszka,sąd,15,PSL
Stanisław Tyszka,trybunał,8,PSL
Stanisław Tyszka,unia,11,PSL
Stanisław Żuk,polski,2,PSL
Stanisław Żuk,unia,1,PSL
Tomasz Zimoch,polski,8,PO
Wojciech Maksymowicz,polski,6,PiS
Zbigniew Girzyński,polak,2,PiS
Zbigniew Girzyński,polski,4,PiS
Zbigniew Girzyński,unia,1,PiS
