Adam Andruszkiewicz,polak,1,Wolni i Solidarni
Adam Andruszkiewicz,polski,9,Wolni i Solidarni
Adam Andruszkiewicz,unia,1,Wolni i Solidarni
Adam Cyrański,polski,3,
Jarosław Porwich,polak,1,Wolni i Solidarni
Jarosław Porwich,polski,2,Wolni i Solidarni
Jarosław Porwich,sąd,1,Wolni i Solidarni
Jarosław Porwich,unia,2,Wolni i Solidarni
Łukasz Rzepecki,polak,20,Kukiz'15
Łukasz Rzepecki,polski,5,Kukiz'15
Łukasz Rzepecki,sąd,1,Kukiz'15
Łukasz Rzepecki,unia,1,Kukiz'15
Małgorzata Janowska,polski,2,PiS
Małgorzata Janowska,trybunał,3,PiS
Małgorzata Janowska,unia,1,PiS
Maria Siarkowska,polski,9,PiS
Piotr Liroy-Marzec,polak,2,
Piotr Liroy-Marzec,polski,1,
Piotr Liroy-Marzec,praworządność,1,
Sylwester Chruszcz,polak,2,Wolni i Solidarni
Sylwester Chruszcz,polski,13,Wolni i Solidarni
Sylwester Chruszcz,sąd,2,Wolni i Solidarni
Sylwester Chruszcz,unia,6,Wolni i Solidarni
Zbigniew Gryglas,konstytucja,1,PiS
Zbigniew Gryglas,polski,4,PiS
